,Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
2370,Dadra & Nagar Haveli,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
2371,Daman & Diu,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
2374,Gujarat,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,457.0,461.0
2376,Himachal Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,38.0,38.0
2377,Jammu & Kashmir,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,214.0,214.0
2378,Jharkhand,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,157.0,158.0
2379,Karnataka,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,152.0,152.0
2382,Maharashtra,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,334.0,334.0
2383,Manipur,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1.0,1.0
2384,Meghalaya,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,3.0,3.0
2385,Mizoram,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2386,Nagaland,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,1.0,2.0
2387,Odisha,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,279.0,279.0
2391,Tamil Nadu,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,365.0,365.0
2393,Uttar Pradesh,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,1742.0,1742.0
2395,West Bengal,2006,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,6.0,740.0,746.0
2397,Andhra Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,556.0,556.0
2398,Arunachal Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
2399,Assam,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,79.0,746.0,825.0
2400,Bihar,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,676.0,676.0
2401,Chandigarh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,26.0,26.0
2402,Chhattisgarh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,16.0,51.0,67.0
2406,Gujarat,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,10.0,322.0,332.0
2407,Haryana,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,220.0,220.0
2408,Himachal Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,37.0,37.0
2409,Jammu & Kashmir,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,280.0,280.0
2410,Jharkhand,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,422.0,423.0
2411,Karnataka,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,151.0,151.0
2413,Madhya Pradesh,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,596.0,596.0
2414,Maharashtra,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,345.0,345.0
2415,Manipur,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
2416,Meghalaya,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
2417,Mizoram,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2418,Nagaland,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2419,Odisha,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,201.0,201.0
2422,Rajasthan,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,460.0,460.0
2423,Tamil Nadu,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,4.0,375.0,379.0
2427,West Bengal,2007,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,453.0,453.0
2429,Andhra Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,610.0,610.0
2430,Arunachal Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,8.0,8.0
2431,Assam,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,55.0,412.0,467.0
2432,Bihar,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,613.0,613.0
2434,Chhattisgarh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,23.0,91.0,114.0
2439,Gujarat,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,9.0,357.0,366.0
2440,Haryana,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,242.0,242.0
2441,Himachal Pradesh,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,41.0,41.0
2442,Jammu & Kashmir,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,243.0,243.0
2443,Jharkhand,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,21.0,273.0,294.0
2444,Karnataka,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,14.0,189.0,203.0
2447,Maharashtra,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,448.0,451.0
2448,Manipur,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2449,Meghalaya,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,4.0,4.0
2450,Mizoram,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2451,Nagaland,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,5.0,5.0
2452,Odisha,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,349.0,349.0
2453,Puducherry,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,4.0,4.0
2455,Rajasthan,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,396.0,396.0
2457,Tamil Nadu,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,486.0,487.0
2461,West Bengal,2008,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,476.0,476.0
2463,Andhra Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,794.0,794.0
2464,Arunachal Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,9.0,9.0
2465,Assam,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,45.0,351.0,396.0
2466,Bihar,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,640.0,640.0
2467,Chandigarh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,24.0,24.0
2468,Chhattisgarh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,40.0,81.0,121.0
2470,Delhi,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,12.0,138.0,150.0
2472,Gujarat,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,5.0,331.0,336.0
2473,Haryana,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,284.0,284.0
2474,Himachal Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,44.0,44.0
2475,Jammu & Kashmir,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,381.0,381.0
2476,Jharkhand,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,423.0,424.0
2477,Karnataka,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,8.0,133.0,141.0
2479,Madhya Pradesh,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,406.0,406.0
2480,Maharashtra,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,323.0,323.0
2481,Manipur,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2482,Meghalaya,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,13.0,13.0
2485,Odisha,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,276.0,276.0
2489,Tamil Nadu,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,301.0,302.0
2490,Tripura,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,38.0,38.0
2493,West Bengal,2009,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,3.0,397.0,400.0
2494,Andhra Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,824.0,824.0
2495,Arunachal Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,4.0,4.0
2496,Assam,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,63.0,552.0,615.0
2498,Chandigarh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,14.0,14.0
2499,Chhattisgarh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,36.0,109.0,145.0
2501,Delhi,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,25.0,201.0,226.0
2502,Goa,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,9.0,9.0
2503,Gujarat,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,18.0,383.0,401.0
2505,Himachal Pradesh,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,33.0,33.0
2506,Jammu & Kashmir,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,255.0,255.0
2507,Jharkhand,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,376.0,376.0
2508,Karnataka,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,2.0,198.0,200.0
2509,Kerala,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,76.0,76.0
2511,Maharashtra,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,387.0,387.0
2512,Manipur,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,2.0,2.0
2513,Meghalaya,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,6.0,6.0
2514,Mizoram,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,0.0,0.0
2515,Nagaland,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,1.0,13.0,14.0
2516,Odisha,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,0.0,402.0,402.0
2521,Tamil Nadu,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,6.0,423.0,429.0
2525,West Bengal,2010,TVC- Kidnapping of Women & Girls,05A. Kidnapping & Abduction of Women & Girls,7.0,383.0,390.0
2527,Andhra Pradesh,2001,TVC- Murder,01. Murder,0.0,1827.0,1827.0
2528,Arunachal Pradesh,2001,TVC- Murder,01. Murder,0.0,16.0,16.0
2529,Assam,2001,TVC- Murder,01. Murder,49.0,811.0,860.0
2530,Bihar,2001,TVC- Murder,01. Murder,4.0,1620.0,1624.0
2531,Chandigarh,2001,TVC- Murder,01. Murder,0.0,9.0,9.0
2532,Chhattisgarh,2001,TVC- Murder,01. Murder,313.0,377.0,690.0
2534,Delhi,2001,TVC- Murder,01. Murder,21.0,76.0,97.0
2536,Gujarat,2001,TVC- Murder,01. Murder,13.0,651.0,664.0
2537,Haryana,2001,TVC- Murder,01. Murder,12.0,629.0,641.0
2538,Himachal Pradesh,2001,TVC- Murder,01. Murder,0.0,88.0,88.0
2539,Jammu & Kashmir,2001,TVC- Murder,01. Murder,0.0,145.0,145.0
2540,Jharkhand,2001,TVC- Murder,01. Murder,12.0,716.0,728.0
2541,Karnataka,2001,TVC- Murder,01. Murder,0.0,1297.0,1297.0
2542,Kerala,2001,TVC- Murder,01. Murder,6.0,158.0,164.0
2543,Madhya Pradesh,2001,TVC- Murder,01. Murder,0.0,2348.0,2348.0
2544,Maharashtra,2001,TVC- Murder,01. Murder,12.0,1691.0,1703.0
2545,Manipur,2001,TVC- Murder,01. Murder,0.0,3.0,3.0
2546,Meghalaya,2001,TVC- Murder,01. Murder,8.0,22.0,30.0
2547,Mizoram,2001,TVC- Murder,01. Murder,5.0,8.0,13.0
2548,Nagaland,2001,TVC- Murder,01. Murder,6.0,5.0,11.0
2549,Odisha,2001,TVC- Murder,01. Murder,0.0,690.0,690.0
2554,Tamil Nadu,2001,TVC- Murder,01. Murder,8.0,2020.0,2028.0
2556,Uttar Pradesh,2001,TVC- Murder,01. Murder,8.0,5515.0,5523.0
2558,West Bengal,2001,TVC- Murder,01. Murder,2.0,480.0,482.0
2559,Andaman & Nicobar Islands,2002,TVC- Murder,01. Murder,0.0,8.0,8.0
2560,Andhra Pradesh,2002,TVC- Murder,01. Murder,2.0,2643.0,2645.0
2562,Assam,2002,TVC- Murder,01. Murder,20.0,604.0,624.0
2563,Bihar,2002,TVC- Murder,01. Murder,4.0,1350.0,1354.0
2564,Chandigarh,2002,TVC- Murder,01. Murder,0.0,9.0,9.0
2565,Chhattisgarh,2002,TVC- Murder,01. Murder,688.0,442.0,1130.0
2567,Daman & Diu,2002,TVC- Murder,01. Murder,0.0,4.0,4.0
2568,Delhi,2002,TVC- Murder,01. Murder,0.0,450.0,450.0
2570,Gujarat,2002,TVC- Murder,01. Murder,18.0,723.0,741.0
2571,Haryana,2002,TVC- Murder,01. Murder,0.0,694.0,694.0
2572,Himachal Pradesh,2002,TVC- Murder,01. Murder,1.0,67.0,68.0
2573,Jammu & Kashmir,2002,TVC- Murder,01. Murder,0.0,143.0,143.0
2574,Jharkhand,2002,TVC- Murder,01. Murder,11.0,1406.0,1417.0
2575,Karnataka,2002,TVC- Murder,01. Murder,0.0,1166.0,1166.0
2577,Lakshadweep,2002,TVC- Murder,01. Murder,0.0,1.0,1.0
2578,Madhya Pradesh,2002,TVC- Murder,01. Murder,0.0,2265.0,2265.0
2579,Maharashtra,2002,TVC- Murder,01. Murder,0.0,2177.0,2177.0
2581,Meghalaya,2002,TVC- Murder,01. Murder,4.0,10.0,14.0
2582,Mizoram,2002,TVC- Murder,01. Murder,2.0,1.0,3.0
2583,Nagaland,2002,TVC- Murder,01. Murder,0.0,8.0,8.0
2584,Odisha,2002,TVC- Murder,01. Murder,0.0,757.0,757.0
2586,Punjab,2002,TVC- Murder,01. Murder,0.0,750.0,750.0
2588,Sikkim,2002,TVC- Murder,01. Murder,3.0,10.0,13.0
2589,Tamil Nadu,2002,TVC- Murder,01. Murder,29.0,1840.0,1869.0
2590,Tripura,2002,TVC- Murder,01. Murder,0.0,170.0,170.0
2593,West Bengal,2002,TVC- Murder,01. Murder,0.0,670.0,670.0
2594,Andaman & Nicobar Islands,2003,TVC- Murder,01. Murder,0.0,1.0,1.0
2595,Andhra Pradesh,2003,TVC- Murder,01. Murder,0.0,2625.0,2625.0
2596,Arunachal Pradesh,2003,TVC- Murder,01. Murder,0.0,20.0,20.0
2597,Assam,2003,TVC- Murder,01. Murder,31.0,502.0,533.0
2598,Bihar,2003,TVC- Murder,01. Murder,0.0,2112.0,2112.0
2599,Chandigarh,2003,TVC- Murder,01. Murder,0.0,9.0,9.0
2600,Chhattisgarh,2003,TVC- Murder,01. Murder,0.0,729.0,729.0
2602,Daman & Diu,2003,TVC- Murder,01. Murder,0.0,2.0,2.0
2605,Gujarat,2003,TVC- Murder,01. Murder,25.0,1055.0,1080.0
2606,Haryana,2003,TVC- Murder,01. Murder,0.0,725.0,725.0
2607,Himachal Pradesh,2003,TVC- Murder,01. Murder,6.0,91.0,97.0
2608,Jammu & Kashmir,2003,TVC- Murder,01. Murder,0.0,104.0,104.0
2609,Jharkhand,2003,TVC- Murder,01. Murder,0.0,1223.0,1223.0
2610,Karnataka,2003,TVC- Murder,01. Murder,0.0,1280.0,1280.0
2611,Kerala,2003,TVC- Murder,01. Murder,2.0,217.0,219.0
2613,Maharashtra,2003,TVC- Murder,01. Murder,28.0,2314.0,2342.0
2615,Meghalaya,2003,TVC- Murder,01. Murder,0.0,12.0,12.0
2616,Mizoram,2003,TVC- Murder,01. Murder,15.0,4.0,19.0
2617,Nagaland,2003,TVC- Murder,01. Murder,0.0,16.0,16.0
2618,Odisha,2003,TVC- Murder,01. Murder,0.0,760.0,760.0
2619,Puducherry,2003,TVC- Murder,01. Murder,0.0,9.0,9.0
2620,Punjab,2003,TVC- Murder,01. Murder,0.0,650.0,650.0
2621,Rajasthan,2003,TVC- Murder,01. Murder,0.0,1398.0,1398.0
2623,Tamil Nadu,2003,TVC- Murder,01. Murder,93.0,1641.0,1734.0
2626,Uttarakhand,2003,TVC- Murder,01. Murder,1.0,148.0,149.0
2627,West Bengal,2003,TVC- Murder,01. Murder,18.0,842.0,860.0
2628,Andaman & Nicobar Islands,2004,TVC- Murder,01. Murder,0.0,7.0,7.0
2629,Andhra Pradesh,2004,TVC- Murder,01. Murder,0.0,2913.0,2913.0
2630,Arunachal Pradesh,2004,TVC- Murder,01. Murder,0.0,9.0,9.0
2631,Assam,2004,TVC- Murder,01. Murder,36.0,558.0,594.0
2632,Bihar,2004,TVC- Murder,01. Murder,2.0,2258.0,2260.0
2633,Chandigarh,2004,TVC- Murder,01. Murder,0.0,12.0,12.0
2634,Chhattisgarh,2004,TVC- Murder,01. Murder,23.0,642.0,665.0
2636,Daman & Diu,2004,TVC- Murder,01. Murder,0.0,1.0,1.0
2639,Gujarat,2004,TVC- Murder,01. Murder,20.0,1044.0,1064.0
2640,Haryana,2004,TVC- Murder,01. Murder,0.0,536.0,536.0
2641,Himachal Pradesh,2004,TVC- Murder,01. Murder,0.0,107.0,107.0
2642,Jammu & Kashmir,2004,TVC- Murder,01. Murder,2.0,105.0,107.0
2644,Karnataka,2004,TVC- Murder,01. Murder,0.0,1978.0,1978.0
2645,Kerala,2004,TVC- Murder,01. Murder,1.0,269.0,270.0
2647,Maharashtra,2004,TVC- Murder,01. Murder,11.0,2148.0,2159.0
2648,Manipur,2004,TVC- Murder,01. Murder,0.0,7.0,7.0
2649,Meghalaya,2004,TVC- Murder,01. Murder,1.0,14.0,15.0
2650,Mizoram,2004,TVC- Murder,01. Murder,9.0,19.0,28.0
2651,Nagaland,2004,TVC- Murder,01. Murder,2.0,78.0,80.0
2652,Odisha,2004,TVC- Murder,01. Murder,0.0,1006.0,1006.0
2654,Punjab,2004,TVC- Murder,01. Murder,114.0,435.0,549.0
2655,Rajasthan,2004,TVC- Murder,01. Murder,0.0,1208.0,1208.0
2657,Tamil Nadu,2004,TVC- Murder,01. Murder,27.0,1559.0,1586.0
2659,Uttar Pradesh,2004,TVC- Murder,01. Murder,0.0,5834.0,5834.0
2661,West Bengal,2004,TVC- Murder,01. Murder,26.0,752.0,778.0
2663,Andhra Pradesh,2005,TVC- Murder,01. Murder,0.0,2667.0,2667.0
2664,Arunachal Pradesh,2005,TVC- Murder,01. Murder,0.0,11.0,11.0
2665,Assam,2005,TVC- Murder,01. Murder,46.0,616.0,662.0
2666,Bihar,2005,TVC- Murder,01. Murder,4.0,2396.0,2400.0
2667,Chandigarh,2005,TVC- Murder,01. Murder,0.0,15.0,15.0
2668,Chhattisgarh,2005,TVC- Murder,01. Murder,384.0,326.0,710.0
2673,Gujarat,2005,TVC- Murder,01. Murder,21.0,772.0,793.0
2674,Haryana,2005,TVC- Murder,01. Murder,0.0,636.0,636.0
2675,Himachal Pradesh,2005,TVC- Murder,01. Murder,0.0,106.0,106.0
2676,Jammu & Kashmir,2005,TVC- Murder,01. Murder,0.0,165.0,165.0
2677,Jharkhand,2005,TVC- Murder,01. Murder,38.0,847.0,885.0
2678,Karnataka,2005,TVC- Murder,01. Murder,8.0,2067.0,2075.0
2679,Kerala,2005,TVC- Murder,01. Murder,0.0,309.0,309.0
2681,Maharashtra,2005,TVC- Murder,01. Murder,1.0,2296.0,2297.0
2682,Manipur,2005,TVC- Murder,01. Murder,0.0,2.0,2.0
2683,Meghalaya,2005,TVC- Murder,01. Murder,0.0,11.0,11.0
2684,Mizoram,2005,TVC- Murder,01. Murder,9.0,31.0,40.0
2685,Nagaland,2005,TVC- Murder,01. Murder,0.0,181.0,181.0
2686,Odisha,2005,TVC- Murder,01. Murder,23.0,869.0,892.0
2688,Punjab,2005,TVC- Murder,01. Murder,0.0,599.0,599.0
2691,Tamil Nadu,2005,TVC- Murder,01. Murder,13.0,1361.0,1374.0
2693,Uttar Pradesh,2005,TVC- Murder,01. Murder,0.0,4957.0,4957.0
2695,West Bengal,2005,TVC- Murder,01. Murder,18.0,792.0,810.0
2697,Andhra Pradesh,2006,TVC- Murder,01. Murder,0.0,2497.0,2497.0
2698,Arunachal Pradesh,2006,TVC- Murder,01. Murder,0.0,5.0,5.0
2699,Assam,2006,TVC- Murder,01. Murder,56.0,576.0,632.0
2700,Bihar,2006,TVC- Murder,01. Murder,43.0,2686.0,2729.0
2701,Chandigarh,2006,TVC- Murder,01. Murder,0.0,23.0,23.0
2702,Chhattisgarh,2006,TVC- Murder,01. Murder,372.0,339.0,711.0
2703,Dadra & Nagar Haveli,2006,TVC- Murder,01. Murder,0.0,1.0,1.0
2704,Daman & Diu,2006,TVC- Murder,01. Murder,0.0,3.0,3.0
2707,Gujarat,2006,TVC- Murder,01. Murder,37.0,736.0,773.0
2709,Himachal Pradesh,2006,TVC- Murder,01. Murder,0.0,65.0,65.0
2710,Jammu & Kashmir,2006,TVC- Murder,01. Murder,0.0,125.0,125.0
2711,Jharkhand,2006,TVC- Murder,01. Murder,14.0,1532.0,1546.0
2712,Karnataka,2006,TVC- Murder,01. Murder,0.0,1440.0,1440.0
2714,Madhya Pradesh,2006,TVC- Murder,01. Murder,0.0,2315.0,2315.0
2715,Maharashtra,2006,TVC- Murder,01. Murder,10.0,1698.0,1708.0
2716,Manipur,2006,TVC- Murder,01. Murder,0.0,5.0,5.0
2717,Meghalaya,2006,TVC- Murder,01. Murder,2.0,60.0,62.0
2718,Mizoram,2006,TVC- Murder,01. Murder,0.0,62.0,62.0
2719,Nagaland,2006,TVC- Murder,01. Murder,16.0,8.0,24.0
2720,Odisha,2006,TVC- Murder,01. Murder,1.0,753.0,754.0
2725,Tamil Nadu,2006,TVC- Murder,01. Murder,5.0,1227.0,1232.0
2726,Tripura,2006,TVC- Murder,01. Murder,0.0,166.0,166.0
2727,Uttar Pradesh,2006,TVC- Murder,01. Murder,0.0,5526.0,5526.0
2728,Uttarakhand,2006,TVC- Murder,01. Murder,0.0,197.0,197.0
2729,West Bengal,2006,TVC- Murder,01. Murder,10.0,1418.0,1428.0
2731,Andhra Pradesh,2007,TVC- Murder,01. Murder,0.0,2737.0,2737.0
2732,Arunachal Pradesh,2007,TVC- Murder,01. Murder,0.0,6.0,6.0
2733,Assam,2007,TVC- Murder,01. Murder,62.0,511.0,573.0
2734,Bihar,2007,TVC- Murder,01. Murder,0.0,2654.0,2654.0
2735,Chandigarh,2007,TVC- Murder,01. Murder,0.0,15.0,15.0
2736,Chhattisgarh,2007,TVC- Murder,01. Murder,354.0,344.0,698.0
2741,Gujarat,2007,TVC- Murder,01. Murder,42.0,603.0,645.0
2742,Haryana,2007,TVC- Murder,01. Murder,0.0,543.0,543.0
2743,Himachal Pradesh,2007,TVC- Murder,01. Murder,0.0,72.0,72.0
2744,Jammu & Kashmir,2007,TVC- Murder,01. Murder,0.0,109.0,109.0
2745,Jharkhand,2007,TVC- Murder,01. Murder,58.0,1152.0,1210.0
2746,Karnataka,2007,TVC- Murder,01. Murder,0.0,1429.0,1429.0
2748,Lakshadweep,2007,TVC- Murder,01. Murder,0.0,1.0,1.0
2749,Madhya Pradesh,2007,TVC- Murder,01. Murder,0.0,2075.0,2075.0
2750,Maharashtra,2007,TVC- Murder,01. Murder,3.0,1535.0,1538.0
2751,Manipur,2007,TVC- Murder,01. Murder,0.0,3.0,3.0
2752,Meghalaya,2007,TVC- Murder,01. Murder,4.0,16.0,20.0
